22.113495,17.496753,19.550457,19.497527,23.667959,28.259634,31.766600,42.148253,26.884521,22.520653,18.433225,15.332475,15.057746,15.338479,15.500923,15.233431,15.509717,17.571797,19.375895,21.191942
23.888591,28.304871,31.298364,27.080301,32.429561,22.266638,10.686182,4.474112,4.820301,9.704773,11.268350,17.945442,19.601486,16.938721,14.804157,15.834409,17.253529,17.800963,21.071117,21.601936
27.007969,51.854744,26.794892,10.286741,4.732875,4.577748,4.791436,4.516158,4.126225,4.192930,3.616693,4.064709,5.181914,15.594560,16.984888,22.900816,22.027700,18.509823,20.166909,22.358981
15.764636,10.585967,3.982510,4.659434,5.430764,5.726116,5.453376,9.652540,5.107329,4.471755,4.240661,3.755352,3.083164,2.923027,8.180451,19.437272,21.390427,20.038008,25.292245,26.044282
16.348092,3.444606,4.970310,5.668415,5.568780,5.067861,5.349764,4.881453,4.539384,5.019326,3.555691,3.712929,2.986218,2.227221,3.598770,5.257373,30.015750,21.444731,27.350485,25.360575
21.802628,4.165804,3.933209,5.239514,4.644557,4.218941,4.938825,5.639087,5.435546,4.534169,5.100088,3.051824,4.378037,2.110450,3.903361,3.028198,10.132488,38.426858,26.975027,25.217360
17.966419,3.297646,4.424871,4.501219,6.174644,6.026656,6.183834,6.017389,5.934608,5.135686,4.942595,3.438903,2.002600,1.641983,1.243541,1.945038,2.622092,17.076749,32.862411,27.158804
20.742115,3.707585,4.734220,4.762978,5.089655,8.798697,10.646760,15.789429,14.333711,10.273311,5.064438,2.816749,2.482237,1.705256,1.764896,2.559893,1.658444,2.894037,22.084463,20.880922
13.611708,3.484421,3.623674,4.743427,9.202554,64.713336,41.140343,46.269909,37.923105,44.381926,32.168694,30.593401,2.701544,2.841117,2.177558,2.758091,2.485914,3.147643,15.397641,18.628244
14.006645,3.634177,4.970040,6.939023,26.961908,39.699827,38.396348,37.284535,32.724132,26.778335,35.544500,32.537149,26.318346,2.270943,3.919920,3.383565,4.001613,3.980286,4.964904,17.737845
14.917409,3.731716,5.369729,21.930146,28.790294,35.375219,28.876756,31.508694,36.100626,33.775107,26.020890,24.489140,23.120407,9.535588,2.976843,3.245532,4.639659,3.524624,4.317828,22.725387
16.911262,3.993384,5.869091,22.062587,25.217548,26.357257,26.803085,29.832260,34.022651,26.092835,23.478090,22.683108,22.178586,14.841227,3.058539,4.152530,5.107749,4.662572,5.149213,21.077408
18.141434,3.574029,16.499852,18.964903,17.809830,39.816017,26.170392,26.432726,24.668678,21.000208,21.609109,24.629533,38.919852,15.740937,4.040899,3.715117,4.774687,4.755497,5.516770,24.126867
19.511176,3.541590,9.546150,31.779902,21.373651,24.433054,28.420268,32.325206,32.373577,23.416884,21.906204,23.316552,30.953490,21.051028,10.384046,7.024280,4.204005,4.237406,5.281701,21.853974
16.880337,3.352641,3.952685,27.628759,20.841595,28.831371,22.434068,37.158298,22.236516,24.293829,22.296191,24.463945,49.497176,24.355843,3.956990,4.210408,4.191816,4.047988,4.766388,25.663484
20.524502,2.364961,1.935607,27.717421,21.658762,27.994812,48.345977,21.543276,34.130710,28.095051,26.448026,35.556770,31.999353,4.023253,4.365119,4.611230,4.223705,3.674059,5.285022,22.487764
19.036905,2.342387,3.149795,2.896394,27.599364,27.903219,32.296717,20.055872,34.558787,33.174064,29.039919,22.433643,12.841758,4.554383,5.640237,4.572124,4.240433,4.320411,5.598538,25.543011
23.659920,3.969458,3.811225,3.220680,2.512098,10.163528,30.522376,42.379580,37.013894,43.037022,35.412345,3.444048,4.761104,4.958920,5.575022,4.754648,3.711841,4.772030,33.529439,34.898066
18.440544,5.039959,4.727238,4.316311,3.454568,3.176299,3.349384,3.017706,2.846760,3.425383,4.771440,5.665217,5.748301,6.248659,5.585539,4.782763,3.918036,4.622744,43.146450,38.216084
23.162008,7.340701,4.819104,4.343336,5.171257,4.343344,4.389553,3.656818,4.478624,5.388307,5.677700,6.416491,5.846115,5.568554,7.238279,4.449441,6.065366,37.946440,38.168563,28.601527
